employee_id,course_id_x,course_title,Normalized_Performance_Score,Min_Normalized_Performance_Score,Assigned_Courses
EMP003,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.12392789759181533,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP003,C03,C03 - Full-Stack Web Development,0.4659765900863322,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP003,C10,C10 - Machine Learning Fundamentals,0.19897785535017232,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP003,C02,C02 - Responsive Web Design Principles,0.19920838659504442,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP003,C14,C14 - Network Security and Firewalls,0.45900109335465755,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP003,C04,C04 - Introduction to Artificial Intelligence,0.060923439589476214,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP003,C05,C05 - Cloud Data Warehousing Solutions,0.3260131327555091,0.00030663152065356933,['C09 - Cybersecurity Fundamentals']
EMP004,C14,C14 - Network Security and Firewalls,0.20923348125602748,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C09,C09 - Cybersecurity Fundamentals,0.7825393533095304,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C15,C15 - Ethical Hacking Techniques,0.029217180601447974,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C04,C04 - Introduction to Artificial Intelligence,0.20923348125602748,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C05,C05 - Cloud Data Warehousing Solutions,0.15719034879905475,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C01,C01 - User Research and Testing Methods,0.3631417328804348,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C12,C12 - Prototyping with Figma,0.16619573336255825,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C07,C07 - Deep Learning with TensorFlow,0.6984574515325921,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C10,C10 - Machine Learning Fundamentals,0.021651819036072262,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C08,C08 - Automation Testing with Selenium,0.24226337035557938,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C13,C13 - Data Pipeline Development,0.18239115320585778,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP004,C02,C02 - Responsive Web Design Principles,0.35176880258325066,0.021651819036072262,['C10 - Machine Learning Fundamentals']
EMP005,C03,C03 - Full-Stack Web Development,0.009434911461021642,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C15,C15 - Ethical Hacking Techniques,0.08349178659323882,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C07,C07 - Deep Learning with TensorFlow,0.08186288004091118,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C11,C11 - iOS App Development with Swift,0.18121578303853397,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C04,C04 - Introduction to Artificial Intelligence,0.2818265067232518,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C12,C12 - Prototyping with Figma,0.19047189102373221,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C10,C10 - Machine Learning Fundamentals,0.35201974095333666,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C05,C05 - Cloud Data Warehousing Solutions,0.2847933110827837,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.4442499098601363,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C02,C02 - Responsive Web Design Principles,0.352305469348975,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP005,C13,C13 - Data Pipeline Development,0.2919371403304152,0.009434911461021642,['C03 - Full-Stack Web Development']
EMP006,C15,C15 - Ethical Hacking Techniques,0.11052685841387581,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C08,C08 - Automation Testing with Selenium,0.23412624969650805,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C01,C01 - User Research and Testing Methods,0.06502613716492067,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C05,C05 - Cloud Data Warehousing Solutions,0.17137861992493314,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C07,C07 - Deep Learning with TensorFlow,0.0045826256512956146,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C14,C14 - Network Security and Firewalls,0.07322793289853045,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C13,C13 - Data Pipeline Development,0.2624078772945683,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C09,C09 - Cybersecurity Fundamentals,0.14691065756769373,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C03,C03 - Full-Stack Web Development,0.038998727804919545,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.04702470737082149,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP006,C10,C10 - Machine Learning Fundamentals,0.14501648692919467,0.0045826256512956146,['C07 - Deep Learning with TensorFlow']
EMP007,C10,C10 - Machine Learning Fundamentals,0.20456799387242355,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C11,C11 - iOS App Development with Swift,0.16244597092294752,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C02,C02 - Responsive Web Design Principles,0.32222327864029987,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C08,C08 - Automation Testing with Selenium,0.08822852404683698,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C05,C05 - Cloud Data Warehousing Solutions,0.029633806572029932,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C14,C14 - Network Security and Firewalls,0.05014905936311099,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C01,C01 - User Research and Testing Methods,0.15007175185792737,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C09,C09 - Cybersecurity Fundamentals,0.044205993720139565,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C07,C07 - Deep Learning with TensorFlow,0.12589317785606366,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C15,C15 - Ethical Hacking Techniques,0.011381286079985295,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.21640746089880536,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP007,C03,C03 - Full-Stack Web Development,0.1654994144855126,0.011381286079985295,['C15 - Ethical Hacking Techniques']
EMP008,C08,C08 - Automation Testing with Selenium,0.7371481102502792,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C09,C09 - Cybersecurity Fundamentals,0.2425368197875074,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C04,C04 - Introduction to Artificial Intelligence,0.10828328982943572,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C14,C14 - Network Security and Firewalls,0.16400189182477468,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C10,C10 - Machine Learning Fundamentals,0.17751657638808005,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C07,C07 - Deep Learning with TensorFlow,0.5337390776761626,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C02,C02 - Responsive Web Design Principles,0.33053212571518087,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C05,C05 - Cloud Data Warehousing Solutions,0.1171799242950728,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C15,C15 - Ethical Hacking Techniques,0.003577490423762993,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C12,C12 - Prototyping with Figma,0.17295580939118357,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C01,C01 - User Research and Testing Methods,0.07429022997510339,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP008,C03,C03 - Full-Stack Web Development,0.6217399290232842,0.003577490423762993,['C15 - Ethical Hacking Techniques']
EMP009,C08,C08 - Automation Testing with Selenium,0.20923348125602748,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C01,C01 - User Research and Testing Methods,0.3296573691615258,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C07,C07 - Deep Learning with TensorFlow,0.5572271002024384,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C14,C14 - Network Security and Firewalls,0.20923348125602748,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.35552796308955564,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C12,C12 - Prototyping with Figma,0.4904756983175475,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C10,C10 - Machine Learning Fundamentals,0.030359721074137227,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C04,C04 - Introduction to Artificial Intelligence,0.37536465668063873,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C03,C03 - Full-Stack Web Development,0.0220085268619499,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C05,C05 - Cloud Data Warehousing Solutions,0.014083849939370273,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP009,C13,C13 - Data Pipeline Development,0.20923348125602748,0.014083849939370273,['C05 - Cloud Data Warehousing Solutions']
EMP010,C07,C07 - Deep Learning with TensorFlow,0.07922613965062723,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C03,C03 - Full-Stack Web Development,0.15599605002958866,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C09,C09 - Cybersecurity Fundamentals,0.43006696703450115,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C01,C01 - User Research and Testing Methods,0.24617067972215081,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.009510162304725808,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C08,C08 - Automation Testing with Selenium,0.029894950683724233,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C05,C05 - Cloud Data Warehousing Solutions,0.3708000176488063,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C02,C02 - Responsive Web Design Principles,0.07898823775853195,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C15,C15 - Ethical Hacking Techniques,0.010552304382204291,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C13,C13 - Data Pipeline Development,0.13124175174154495,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C12,C12 - Prototyping with Figma,0.0031924780404337205,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP010,C10,C10 - Machine Learning Fundamentals,0.48963174409035803,0.0031924780404337205,['C12 - Prototyping with Figma']
EMP011,C12,C12 - Prototyping with Figma,0.16214557157998888,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C07,C07 - Deep Learning with TensorFlow,0.3627492574921302,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C04,C04 - Introduction to Artificial Intelligence,0.14228683879831364,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C14,C14 - Network Security and Firewalls,0.4812054305685261,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C05,C05 - Cloud Data Warehousing Solutions,0.3539944354311224,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C11,C11 - iOS App Development with Swift,0.0777536733905981,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C02,C02 - Responsive Web Design Principles,0.016947886424939117,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C01,C01 - User Research and Testing Methods,0.07717297127393785,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C03,C03 - Full-Stack Web Development,0.09628092380301986,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C08,C08 - Automation Testing with Selenium,0.20923348125602748,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C10,C10 - Machine Learning Fundamentals,0.10827961993685876,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP011,C13,C13 - Data Pipeline Development,0.20923348125602748,0.016947886424939117,['C02 - Responsive Web Design Principles']
EMP012,C11,C11 - iOS App Development with Swift,0.23929718580611173,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C05,C05 - Cloud Data Warehousing Solutions,0.2389009074323307,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C01,C01 - User Research and Testing Methods,0.1885693363872918,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C12,C12 - Prototyping with Figma,0.16354584088218002,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C04,C04 - Introduction to Artificial Intelligence,0.04939734579222464,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C13,C13 - Data Pipeline Development,0.02199762969761846,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C15,C15 - Ethical Hacking Techniques,0.15226226296309228,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C08,C08 - Automation Testing with Selenium,0.20923348125602748,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C03,C03 - Full-Stack Web Development,0.32399258109779294,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C07,C07 - Deep Learning with TensorFlow,0.16432893509483054,0.02199762969761846,['C13 - Data Pipeline Development']
EMP012,C02,C02 - Responsive Web Design Principles,0.22658742907220344,0.02199762969761846,['C13 - Data Pipeline Development']
EMP013,C13,C13 - Data Pipeline Development,0.019565250105325976,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C10,C10 - Machine Learning Fundamentals,0.30310816573750654,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C02,C02 - Responsive Web Design Principles,0.08044986072593709,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C12,C12 - Prototyping with Figma,0.10607362442970782,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C15,C15 - Ethical Hacking Techniques,0.33766662799035013,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C04,C04 - Introduction to Artificial Intelligence,0.2661897563568157,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C07,C07 - Deep Learning with TensorFlow,0.8529617345813704,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C08,C08 - Automation Testing with Selenium,0.010278084537601557,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C11,C11 - iOS App Development with Swift,0.03738426896414783,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP013,C09,C09 - Cybersecurity Fundamentals,0.09187060789735299,0.010278084537601557,['C08 - Automation Testing with Selenium']
EMP014,C04,C04 - Introduction to Artificial Intelligence,0.40553881018784244,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C15,C15 - Ethical Hacking Techniques,0.19386839146871432,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C02,C02 - Responsive Web Design Principles,0.03292364871538361,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C14,C14 - Network Security and Firewalls,0.20642136392813437,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C05,C05 - Cloud Data Warehousing Solutions,0.4082674084513318,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C01,C01 - User Research and Testing Methods,0.13440555662027065,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C03,C03 - Full-Stack Web Development,0.22234202086207447,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C10,C10 - Machine Learning Fundamentals,0.16899927627971947,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C13,C13 - Data Pipeline Development,0.20923348125602748,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.30275148756630016,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C11,C11 - iOS App Development with Swift,0.09541441680680085,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP014,C07,C07 - Deep Learning with TensorFlow,0.10055396366469825,0.0023697021287058576,['C12 - Prototyping with Figma']
EMP015,C10,C10 - Machine Learning Fundamentals,0.37780721628734293,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C03,C03 - Full-Stack Web Development,0.30661945349850955,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C08,C08 - Automation Testing with Selenium,0.18543374081000438,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C13,C13 - Data Pipeline Development,0.07790118003989492,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C05,C05 - Cloud Data Warehousing Solutions,0.046269469442304256,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C14,C14 - Network Security and Firewalls,0.05965869423446653,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C02,C02 - Responsive Web Design Principles,0.20893763544032581,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.22546509845494278,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C04,C04 - Introduction to Artificial Intelligence,0.06011267887977487,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C12,C12 - Prototyping with Figma,0.30310635629181654,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP015,C11,C11 - iOS App Development with Swift,0.10402844961888374,0.046269469442304256,['C05 - Cloud Data Warehousing Solutions']
EMP016,C12,C12 - Prototyping with Figma,0.08549992390783791,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C05,C05 - Cloud Data Warehousing Solutions,0.1406992983351602,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C04,C04 - Introduction to Artificial Intelligence,0.13778041123939275,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C02,C02 - Responsive Web Design Principles,0.0692605206082656,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C08,C08 - Automation Testing with Selenium,0.2728250351141093,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C13,C13 - Data Pipeline Development,0.20337475870890387,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.1373057041858016,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C01,C01 - User Research and Testing Methods,0.1066490593890748,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C14,C14 - Network Security and Firewalls,0.21958560889469653,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C03,C03 - Full-Stack Web Development,0.18935283881876908,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP016,C11,C11 - iOS App Development with Swift,0.10930484748124361,0.0692605206082656,['C02 - Responsive Web Design Principles']
EMP017,C01,C01 - User Research and Testing Methods,0.20923348125602748,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.08715560831705994,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C15,C15 - Ethical Hacking Techniques,0.25728394136334054,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C13,C13 - Data Pipeline Development,0.07276075391126366,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C12,C12 - Prototyping with Figma,0.09349812005571019,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C09,C09 - Cybersecurity Fundamentals,0.20627408280418902,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C07,C07 - Deep Learning with TensorFlow,0.15860394910747544,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C10,C10 - Machine Learning Fundamentals,0.0739382264203459,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C11,C11 - iOS App Development with Swift,0.07804465133715086,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C04,C04 - Introduction to Artificial Intelligence,0.02377309861988717,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C05,C05 - Cloud Data Warehousing Solutions,0.4694080472283035,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP017,C03,C03 - Full-Stack Web Development,0.036298213080593986,0.018292309068187827,['C08 - Automation Testing with Selenium']
EMP018,C01,C01 - User Research and Testing Methods,0.14847316950929434,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C11,C11 - iOS App Development with Swift,0.20923348125602748,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C12,C12 - Prototyping with Figma,0.06773732539501687,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C04,C04 - Introduction to Artificial Intelligence,0.17515434810105213,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C10,C10 - Machine Learning Fundamentals,0.5083248704085637,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.10272688507864844,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C15,C15 - Ethical Hacking Techniques,0.4851987763529703,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C02,C02 - Responsive Web Design Principles,0.3971410427931505,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C03,C03 - Full-Stack Web Development,0.5506632009280724,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C13,C13 - Data Pipeline Development,0.07220458639163373,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C07,C07 - Deep Learning with TensorFlow,0.20923348125602748,0.06773732539501687,['C12 - Prototyping with Figma']
EMP018,C09,C09 - Cybersecurity Fundamentals,0.1365386367499423,0.06773732539501687,['C12 - Prototyping with Figma']
EMP019,C15,C15 - Ethical Hacking Techniques,0.1867375748148387,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C08,C08 - Automation Testing with Selenium,0.12215042720010806,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C04,C04 - Introduction to Artificial Intelligence,0.09100904736660091,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C07,C07 - Deep Learning with TensorFlow,0.017435875911859206,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C11,C11 - iOS App Development with Swift,0.07456123310293222,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C01,C01 - User Research and Testing Methods,0.013001163285640176,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C02,C02 - Responsive Web Design Principles,0.04471044349951167,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C03,C03 - Full-Stack Web Development,0.20923348125602748,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C09,C09 - Cybersecurity Fundamentals,0.0028621827073520224,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C10,C10 - Machine Learning Fundamentals,0.08716691440554158,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP019,C06,C06 - Continuous Integration and Continuous Deployment (CI/CD),0.3136456050661909,0.0028621827073520224,['C09 - Cybersecurity Fundamentals']
EMP020,C04,C04 - Introduction to Artificial Intelligence,0.20830173806606864,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C14,C14 - Network Security and Firewalls,0.29361708034644707,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C11,C11 - iOS App Development with Swift,0.3010316109000346,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C12,C12 - Prototyping with Figma,0.22273651879988682,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C13,C13 - Data Pipeline Development,0.15980941745429195,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C03,C03 - Full-Stack Web Development,0.20923348125602748,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C08,C08 - Automation Testing with Selenium,0.1471168320378679,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
EMP020,C09,C09 - Cybersecurity Fundamentals,0.1273625015320445,0.10086801604260347,['C05 - Cloud Data Warehousing Solutions']
