enrollment_id,employee_id,course_id,enrollment_date,completion_status,completion_percentage,completed_at,score,time_spent
151,EMP025,C07,2024-01-13 10:06:19,Not Started,0.0,,0.0,0.0
152,EMP196,C10,2024-06-26 16:23:15,Completed,100.0,2024-02-17 04:17:25,75.49019153468855,110.58868917168677
153,EMP015,C02,2024-07-19 10:31:47,Not Started,0.0,,0.0,0.0
154,EMP129,C15,2024-03-28 17:37:24,In Progress,21.442237215391696,,15.05279433425088,45.67174897111872
155,EMP162,C08,2024-05-22 09:48:51,In Progress,21.56970453896467,,12.167420891257116,135.09163596209237
156,EMP164,C09,2024-06-26 12:00:42,Completed,100.0,2024-04-10 07:03:16,91.88660949470912,270.78524918638476
157,EMP032,C03,2024-02-21 22:07:22,Completed,100.0,2024-04-10 14:13:36,75.42149433177376,544.947517171018
158,EMP092,C15,2024-04-27 08:41:46,In Progress,70.95943085623352,,56.67717199587875,167.12250395446932
159,EMP180,C06,2024-04-07 00:01:11,Not Started,0.0,,0.0,0.0
160,EMP067,C10,2024-09-03 12:21:32,In Progress,38.4319831362819,,37.71679094043603,163.14063488797999
161,EMP100,C09,2024-06-19 18:05:03,Not Started,0.0,,0.0,0.0
162,EMP040,C09,2024-05-22 07:22:03,In Progress,37.93276295863017,,30.57449973013981,23.197779010423872
163,EMP154,C14,2024-06-05 06:39:16,In Progress,62.67570940914527,,59.975648083331265,140.69225244334797
164,EMP003,C04,2024-08-17 20:36:28,In Progress,92.40816985543533,,69.08863604010321,518.281605989179
165,EMP051,C06,2024-08-28 11:38:46,In Progress,95.32021039962196,,93.55821770435716,344.85741061848347
166,EMP055,C08,2024-01-29 06:39:39,Completed,100.0,2024-09-30 02:53:20,70.85424798071175,238.05333480869965
167,EMP084,C07,2024-02-23 00:12:37,Completed,100.0,2024-10-06 09:12:29,71.49505016268239,15.881306552166507
168,EMP020,C13,2024-02-14 02:09:15,Completed,100.0,2024-04-30 20:30:21,96.22194010208541,654.5664441995015
169,EMP183,C12,2024-07-31 21:10:05,In Progress,21.50095860508672,,15.324609880342646,9.768221602247104
170,EMP147,C01,2024-08-15 10:31:42,Completed,100.0,2024-01-29 17:21:14,70.51801385951457,673.2751592600721
171,EMP030,C10,2024-05-02 13:54:56,Completed,100.0,2024-05-27 04:44:13,98.8507079119376,315.9250218725807
172,EMP061,C14,2024-09-25 17:43:49,Completed,100.0,2024-01-04 01:45:15,96.19898162652493,219.11078515730225
173,EMP197,C13,2024-05-20 07:43:54,In Progress,46.92928195681109,,45.49892234802821,222.26550198393133
174,EMP174,C12,2024-05-20 20:28:01,Completed,100.0,2024-03-01 07:33:55,95.60627232835596,260.7158846997267
175,EMP008,C08,2024-05-20 02:21:01,Completed,100.0,2024-04-11 01:29:30,73.12905331774019,376.5335362054056
176,EMP032,C12,2024-06-11 05:50:43,In Progress,71.20920108422918,,38.06048767390702,282.7472296117248
177,EMP138,C02,2024-03-12 19:28:17,Not Started,0.0,,0.0,0.0
178,EMP108,C15,2024-04-26 20:33:40,In Progress,45.58349656052903,,32.544221926319324,204.23596326462194
179,EMP072,C04,2024-04-10 21:55:55,Completed,100.0,2024-01-02 19:27:14,91.92575979657518,9.057666942038573
180,EMP089,C07,2024-06-12 02:05:47,In Progress,58.16009611585572,,53.463253150451685,164.7710714048779
181,EMP063,C08,2024-06-04 11:14:04,Not Started,0.0,,0.0,0.0
182,EMP027,C04,2024-07-30 08:48:55,Completed,100.0,2024-02-23 23:57:23,98.80262120551275,157.82211289046356
183,EMP129,C02,2024-09-17 00:55:08,In Progress,50.20900168217635,,44.6765501035128,139.4132390385889
184,EMP138,C01,2024-05-22 07:02:12,Completed,100.0,2024-08-28 22:11:32,81.16613339002319,8.358957939199573
185,EMP106,C12,2024-01-11 07:26:27,Completed,100.0,2024-06-06 04:57:08,96.31986066476928,152.42227065513347
186,EMP064,C03,2024-03-02 00:17:55,In Progress,38.779218118725055,,20.58074065016077,74.3154183532141
187,EMP002,C08,2024-01-03 00:50:06,Not Started,0.0,,0.0,0.0
188,EMP119,C01,2024-07-19 17:27:44,Completed,100.0,2024-03-31 15:32:26,72.78140107584443,324.47100377237405
189,EMP139,C03,2024-06-29 08:13:25,Not Started,0.0,,0.0,0.0
190,EMP147,C02,2024-02-26 19:28:25,In Progress,23.454200050692553,,20.578366137178488,90.62767664967944
191,EMP049,C07,2024-02-06 17:18:09,Not Started,0.0,,0.0,0.0
192,EMP177,C15,2024-04-18 08:43:06,Not Started,0.0,,0.0,0.0
193,EMP174,C07,2024-05-07 06:45:30,Not Started,0.0,,0.0,0.0
194,EMP049,C03,2024-06-24 19:12:39,In Progress,70.21663575326035,,64.72015732779796,265.8719089626957
195,EMP053,C13,2024-02-03 04:39:39,Not Started,0.0,,0.0,0.0
196,EMP084,C09,2024-02-06 06:59:41,In Progress,27.801074123783394,,15.985937450014182,48.81765368857227
197,EMP025,C15,2024-09-11 16:08:17,Not Started,0.0,,0.0,0.0
198,EMP020,C13,2024-08-11 23:51:42,Completed,100.0,2024-10-03 02:34:17,82.26740200649382,709.4912097958554
199,EMP172,C06,2024-03-11 17:01:41,In Progress,86.9877906230501,,83.41055474215923,505.4753649892028
200,EMP027,C05,2024-04-13 01:14:15,Not Started,0.0,,0.0,0.0
201,EMP165,C12,2024-02-03 00:52:52,Not Started,0.0,,0.0,0.0
202,EMP023,C07,2024-05-02 16:29:53,In Progress,38.035457921624335,,36.59917837937515,174.10415630546626
203,EMP150,C14,2024-03-02 21:22:41,Completed,100.0,2024-09-18 20:21:11,94.59280795985197,392.1088299993466
204,EMP090,C07,2024-06-30 19:51:20,Not Started,0.0,,0.0,0.0
205,EMP042,C05,2024-02-02 20:48:31,In Progress,28.237283929500595,,27.361871994208922,87.16834647631224
206,EMP185,C07,2024-09-21 00:03:32,Not Started,0.0,,0.0,0.0
207,EMP081,C13,2024-01-09 20:12:50,Not Started,0.0,,0.0,0.0
208,EMP040,C15,2024-08-16 23:35:38,In Progress,61.08953495518693,,32.03555871491513,234.0069139035057
209,EMP122,C10,2024-05-24 21:11:42,Completed,100.0,2024-01-15 12:46:28,87.77189093074143,655.368720512391
210,EMP065,C09,2024-07-11 05:39:10,Completed,100.0,2024-02-08 23:02:20,77.79010482274934,134.1723018333907
211,EMP037,C08,2024-07-12 22:49:24,Completed,100.0,2024-06-15 09:12:20,92.92626879473531,632.2948309917685
212,EMP057,C09,2024-03-24 10:37:46,In Progress,90.28936664784139,,56.0247135139707,74.99205453342087
213,EMP145,C08,2024-05-26 23:13:25,In Progress,89.13605343671068,,77.39415321597114,67.91279590680371
214,EMP025,C06,2024-04-12 03:56:03,Completed,100.0,2024-03-28 20:25:40,87.99001796790355,573.8494375272294
215,EMP084,C15,2024-07-12 05:23:37,Not Started,0.0,,0.0,0.0
216,EMP095,C12,2024-06-28 20:09:58,In Progress,49.65571789701002,,32.049629828940134,353.6112421933757
217,EMP008,C11,2024-03-21 00:19:50,Completed,100.0,2024-04-17 11:37:01,89.50561166342226,118.89432521483161
218,EMP061,C01,2024-04-28 20:45:27,Completed,100.0,2024-03-18 03:35:03,86.69513378651891,263.4584801748639
219,EMP029,C02,2024-07-22 02:35:50,Completed,100.0,2024-09-04 18:34:42,82.79109271024835,238.23215677170143
220,EMP057,C14,2024-05-21 04:07:05,Completed,100.0,2024-05-28 12:13:24,95.33920561352497,592.3026702056056
221,EMP012,C11,2024-01-09 02:38:53,In Progress,55.79265773225791,,38.36107912260753,127.44185861728089
222,EMP071,C03,2024-06-24 20:05:44,Completed,100.0,2024-06-06 07:32:19,76.44012492730337,445.32138084257025
223,EMP006,C02,2024-09-30 12:07:12,Completed,100.0,2024-05-25 16:15:48,84.6412865261561,13.163605416355193
224,EMP047,C15,2024-05-18 03:06:45,Not Started,0.0,,0.0,0.0
225,EMP162,C07,2024-05-03 01:49:56,Completed,100.0,2024-02-04 18:50:13,85.21242358711291,677.6537729866732
226,EMP168,C10,2024-08-30 07:21:57,In Progress,62.59329736670235,,60.372123369804044,254.28720509378343
227,EMP142,C15,2024-04-22 04:36:29,Completed,100.0,2024-01-05 15:54:21,82.46012243158788,59.25728672762372
228,EMP142,C15,2024-03-05 11:50:30,In Progress,56.63349648813361,,49.39080325842201,228.46922740579726
229,EMP064,C06,2024-03-27 16:57:16,In Progress,90.73965723070029,,72.40868845921555,442.858467420458
230,EMP061,C03,2024-08-08 18:20:16,Completed,100.0,2024-05-04 18:14:17,91.96840047781575,318.8635435464787
231,EMP024,C07,2024-08-20 13:21:51,Not Started,0.0,,0.0,0.0
232,EMP148,C10,2024-08-25 06:48:11,Completed,100.0,2024-06-14 17:37:41,72.25561921049949,576.0249254244093
233,EMP153,C07,2024-09-29 20:09:50,In Progress,45.88618599513946,,26.06571878130722,179.55483906349588
234,EMP097,C15,2024-05-16 04:07:47,In Progress,20.971826610379992,,12.044588888067883,143.0490157657262
235,EMP152,C06,2024-09-17 22:14:01,Not Started,0.0,,0.0,0.0
236,EMP157,C06,2024-08-18 01:12:24,In Progress,98.67519000559075,,86.29709307981942,291.51333378695256
237,EMP090,C05,2024-05-27 05:39:36,Completed,100.0,2024-09-18 11:59:47,94.4142351730908,714.3704755418746
238,EMP156,C05,2024-08-04 01:55:01,Not Started,0.0,,0.0,0.0
239,EMP159,C02,2024-06-09 15:14:33,Completed,100.0,2024-09-21 18:40:10,92.87522957833798,622.4650034518017
240,EMP099,C12,2024-09-06 23:09:17,Completed,100.0,2024-08-07 21:13:49,88.21977135578476,89.64925291282078
241,EMP159,C13,2024-06-15 09:52:52,Not Started,0.0,,0.0,0.0
242,EMP086,C09,2024-03-26 00:24:57,In Progress,97.15397059415702,,69.81633519212464,441.0970909596899
243,EMP063,C08,2024-03-06 14:18:51,In Progress,81.78670269929695,,75.03883722357018,351.37083138162774
244,EMP159,C04,2024-02-21 19:18:10,In Progress,96.29658762748991,,58.88447687134018,458.49638753075465
245,EMP169,C04,2024-07-19 23:49:18,Completed,100.0,2024-02-09 15:56:33,73.12789853685211,533.0903604671128
246,EMP007,C02,2024-06-04 21:40:20,In Progress,76.80461778975611,,72.97586748239526,173.9248739088301
247,EMP037,C12,2024-01-28 06:55:15,Not Started,0.0,,0.0,0.0
248,EMP139,C10,2024-01-15 23:50:32,In Progress,21.073340623466127,,20.305881121447552,57.288761467639794
249,EMP060,C13,2024-04-09 04:04:03,In Progress,61.702029519911406,,33.62625550117846,326.7581089326774
250,EMP182,C01,2024-08-26 17:51:30,In Progress,30.09617312713614,,23.73419118378625,193.29083692990145
251,EMP164,C04,2024-04-03 08:17:09,Not Started,0.0,,0.0,0.0
252,EMP054,C13,2024-09-29 01:34:23,Not Started,0.0,,0.0,0.0
253,EMP082,C04,2024-04-13 00:45:04,Not Started,0.0,,0.0,0.0
254,EMP040,C15,2024-08-20 11:45:53,In Progress,94.06475932980635,,65.62725964984983,385.66583256520425
255,EMP197,C03,2024-02-03 16:21:05,In Progress,42.627611482802735,,33.84887808192102,133.05290852925563
256,EMP047,C09,2024-05-29 19:14:34,Completed,100.0,2024-01-03 03:41:44,89.11065231483427,702.5270082967211
257,EMP025,C15,2024-07-17 21:32:12,Not Started,0.0,,0.0,0.0
258,EMP070,C08,2024-02-02 13:41:23,Not Started,0.0,,0.0,0.0
259,EMP017,C03,2024-03-25 03:58:44,In Progress,58.62364195076332,,48.92941536075282,51.20600733477069
260,EMP108,C12,2024-09-30 03:43:16,In Progress,66.45475310374775,,52.28509239053294,62.73955341378717
261,EMP148,C07,2024-02-24 21:40:37,In Progress,47.341563826769566,,41.755485745477245,259.5888348311477
262,EMP154,C09,2024-08-07 14:55:33,Completed,100.0,2024-02-24 07:02:52,73.988914594953,636.9336640320761
263,EMP167,C04,2024-02-19 15:27:23,In Progress,50.23699080646372,,36.74573186553563,103.92659867445477
264,EMP071,C03,2024-06-11 00:48:13,In Progress,40.18301169569733,,32.35101769874435,124.81959303371771
265,EMP052,C11,2024-08-08 13:59:26,In Progress,61.01689655901598,,42.65179344572805,322.42861060602473
266,EMP086,C08,2024-05-29 09:09:29,Not Started,0.0,,0.0,0.0
267,EMP115,C05,2024-08-02 06:55:55,Not Started,0.0,,0.0,0.0
268,EMP179,C09,2024-04-20 08:32:25,In Progress,89.43702419306219,,80.08294333307974,632.9280712746962
269,EMP145,C14,2024-10-01 17:50:20,In Progress,49.056732388480164,,48.51123658757307,154.02166677005812
270,EMP167,C02,2024-09-28 15:45:31,Not Started,0.0,,0.0,0.0
