metric_id,employee_id,course_id,completion_rate,average_score,time_spent,engagement_rate,average_time_to_completion,progress_rate,recorded_at
17,EMP049,C06,2.682837924561865,2.5745516404421944,8.930346709321839,0.0410861734315149,1.9792082285474188,2.682837924561865,2024-04-09 17:32:41
18,EMP145,C14,32.136003569602856,16.07649289307493,208.7419559687535,16.081542536902067,28.29995576528317,32.136003569602856,2024-04-17 03:17:53
19,EMP027,C09,62.99593659973193,60.3699520053073,434.6369161191766,39.36716978284301,74.4097048638776,62.99593659973193,2024-08-30 18:36:57
20,EMP088,C01,33.94743733891693,20.4131776961765,53.12600104665013,3.8799570576990536,21.832974115688216,33.94743733891693,2024-02-08 16:27:23
21,EMP132,C04,75.70512052944324,68.57147837306374,398.04839364018807,28.48228774650048,86.44458453580341,75.70512052944324,2024-07-05 19:42:47
22,EMP109,C15,50.18850866964769,43.41482695396327,115.08135907785008,15.1571410161828,18.18792696192123,50.18850866964769,2024-09-06 09:11:26
23,EMP149,C14,90.74835394214894,63.89900161548984,304.16527060262314,39.14409317029663,64.35118822212067,90.74835394214894,2024-07-06 21:42:43
24,EMP182,C12,43.2572438316933,24.432709229296023,265.8800398688404,29.51848307925362,153.1430814536096,43.2572438316933,2024-09-14 04:05:37
25,EMP145,C12,31.88086912283631,28.7748411466633,226.3815657660632,25.78416395766005,207.2923130339542,31.88086912283631,2024-08-29 21:38:36
26,EMP142,C09,74.47261014016878,47.15458189221282,502.1030594308093,11.364493741770756,339.4255340390155,74.47261014016878,2024-06-12 16:02:03
27,EMP114,C03,14.579098438151982,13.550024838510163,20.540409826093576,0.34223572724278,8.90760736279957,14.579098438151982,2024-03-27 07:42:48
28,EMP163,C12,14.907031121371528,11.664398669548357,46.15541814246059,5.001736012079564,42.19659996781324,14.907031121371528,2024-02-10 19:11:02
29,EMP113,C04,52.406356659787775,50.58381245805382,179.38426501774003,7.726762284267777,117.60282415402352,52.406356659787775,2024-02-17 21:58:15
30,EMP039,C14,26.37567525115786,17.805507633554086,165.65085854271604,19.671573089637317,115.32591274646562,26.37567525115786,2024-03-02 04:05:09
31,EMP032,C07,78.65788615268563,56.44148557187604,234.20059888283785,9.203518554903058,213.4323612222703,78.65788615268563,2024-08-31 04:03:09
32,EMP094,C04,77.19138699115426,75.35055759417061,173.73804038002794,13.196180067235094,54.3153011785331,77.19138699115426,2024-01-25 19:27:43
33,EMP183,C15,95.916963845083,72.06471777274518,349.20992421980435,12.21782336245078,67.91727224401484,95.916963845083,2024-02-17 11:27:28
34,EMP157,C02,3.808984098879953,2.9550867449743823,24.30133149711649,1.6099855410246096,4.429223813911526,3.808984098879953,2024-02-16 17:48:44
35,EMP120,C07,33.09394043348708,32.28697647725944,171.74298289185333,18.907002902471465,159.89311123127595,33.09394043348708,2024-08-02 10:48:24
36,EMP035,C01,45.10477030908694,23.021095780697213,290.1770003118032,14.499947282216816,271.2087113600934,45.10477030908694,2024-01-17 10:48:52
37,EMP046,C12,26.238008639454748,17.83153688759021,40.21163978578192,0.0786696353852909,30.37225535034044,26.238008639454748,2024-04-22 22:33:23
38,EMP033,C04,7.028904456908069,6.54264601280263,9.403293076693547,0.1164129195409145,7.898940210352492,7.028904456908069,2024-03-05 05:09:11
39,EMP107,C12,79.27957363056905,75.66375596419226,238.7346488688935,18.575120328432828,201.01827716649092,79.27957363056905,2024-06-20 06:40:16
40,EMP096,C07,52.98380483596495,35.25115405541248,138.81188565669248,10.635757568647232,104.5133588330731,52.98380483596495,2024-10-07 10:39:21
41,EMP082,C03,58.848201675748925,48.29918046644514,220.1215952084385,18.959826564985207,75.4696934297449,58.848201675748925,2024-08-18 05:58:55
42,EMP101,C15,28.04888816485429,19.736505275495343,79.05834556851786,8.69286936543659,57.762850788056376,28.04888816485429,2024-05-21 17:51:10
43,EMP074,C02,55.04598464747828,54.50846855967376,214.93097931079123,29.737419523967123,201.4732281577738,55.04598464747828,2024-04-21 19:31:26
44,EMP006,C09,56.08043269985024,32.260579469180975,343.1197880625364,37.53356926528424,330.00756864320937,56.08043269985024,2024-06-04 17:44:31
45,EMP091,C08,39.44533680265943,22.62560148270193,235.72672462437023,24.526411506688568,68.12143196802313,39.44533680265943,2024-09-28 09:00:16
46,EMP050,C08,5.863185068011568,4.653903220793764,4.54148142314486,0.0537909885322988,1.3525411911099756,5.863185068011568,2024-07-07 08:18:07
47,EMP156,C03,88.20876475819031,82.51353549936714,418.8115331227391,34.882452426525106,310.8659503925636,88.20876475819031,2024-03-25 10:06:20
48,EMP029,C02,29.091026625495957,25.18843853183254,136.81885191905025,12.43378625386526,40.6628457247503,29.091026625495957,2024-07-04 16:29:45
49,EMP159,C15,70.04577919014851,69.23185728207363,495.842155738299,41.13537138422198,193.83243079572884,70.04577919014851,2024-08-24 17:10:49
50,EMP008,C12,27.73196829211243,18.220709299683747,132.62581909963953,8.111126314321051,58.1459129820972,27.73196829211243,2024-02-17 10:19:55
51,EMP079,C05,64.52062952799365,57.11368697742823,24.89194534434948,0.7823490752131993,20.65493245420813,64.52062952799365,2024-01-29 11:55:08
52,EMP065,C02,97.55605831836355,88.48040571297727,156.13164466899573,9.404067346545077,99.68169949541812,97.55605831836355,2024-09-30 04:16:31
53,EMP059,C03,24.63879465939842,14.83653167619941,49.6525468880344,1.7153974356577046,49.28785340292751,24.63879465939842,2024-09-29 12:43:26
54,EMP002,C11,8.356017793020964,7.779565806325262,8.775042664090009,1.106202642659622,4.529023089189416,8.356017793020964,2024-02-11 15:59:16
55,EMP151,C10,42.23538937571196,33.7731090918861,274.9478426427797,25.370382242079263,213.3134326206578,42.23538937571196,2024-03-19 00:26:11
56,EMP136,C02,92.64165633500184,68.29740862969906,451.4316957808614,35.495593477653024,430.99345589147913,92.64165633500184,2024-01-22 08:14:16
57,EMP041,C09,37.069954336334334,34.25185828153564,60.88795431709339,4.266638994356864,58.58766373740931,37.069954336334334,2024-03-17 13:45:44
58,EMP004,C12,56.355030414364506,39.38552623306134,6.404191851310847,0.7938935933827372,5.864044786957193,56.355030414364506,2024-02-16 20:04:19
59,EMP190,C13,26.107189027591083,21.96754588387918,93.97954736085516,9.09188267416774,79.03692235535233,26.107189027591083,2024-04-15 08:10:37
60,EMP095,C13,83.68620554949031,49.01264082993668,437.27965320832607,11.568330215533576,46.35137383524515,83.68620554949031,2024-04-06 18:59:58
61,EMP131,C10,90.44217957356544,62.398495169876654,263.28008235520224,6.665384375796225,210.7886885892389,90.44217957356544,2024-09-23 18:08:42
62,EMP087,C12,23.677551172085355,15.07870548393494,50.02475422208565,3.58718249399981,47.92462302886899,23.677551172085355,2024-07-04 11:35:51
63,EMP103,C08,69.721266758958,53.47482722813365,316.2911720601005,26.957218785207957,282.57789454635105,69.721266758958,2024-04-23 17:53:48
64,EMP077,C11,98.10351395406332,69.52140109631189,312.6581401186601,3.5894112936797318,270.99357892116683,98.10351395406332,2024-03-19 13:59:24
65,EMP105,C11,3.561183264974954,2.9172694255819493,4.994305665516966,0.3867773227351294,1.2030708369808665,3.561183264974954,2024-06-28 12:12:42
66,EMP004,C01,45.75170351207163,36.32575109584148,132.56782625405376,7.578784308867581,63.5268363516061,45.75170351207163,2024-03-16 21:28:19
67,EMP020,C07,28.30365867438219,27.490517732375864,156.8452705329952,20.71979069438163,52.32436415246504,28.30365867438219,2024-08-05 12:55:37
68,EMP123,C01,47.985152088762696,28.8376364542167,45.3608280619149,0.8168332309881032,23.13017024598329,47.985152088762696,2024-03-03 02:00:16
69,EMP052,C03,48.315834790767454,43.9404731549416,228.75697063189415,9.971279236495434,59.68961890916093,48.315834790767454,2024-10-03 01:08:27
70,EMP170,C05,50.6134592847443,41.95063186505492,174.4420787325186,21.627472789121544,154.717386957195,50.6134592847443,2024-10-05 09:06:38
71,EMP060,C02,76.22520022284472,51.409359420765405,380.0604851484932,9.313685121761388,45.69684413616081,76.22520022284472,2024-05-15 16:37:33
72,EMP145,C03,97.26404216329674,95.56137196834686,450.8057901063549,47.55588155003093,319.9990630200072,97.26404216329674,2024-10-03 03:02:41
73,EMP150,C06,89.56641952967317,57.134508913808,476.6973372789783,32.020379623888545,257.9166731187563,89.56641952967317,2024-07-31 13:58:02
74,EMP132,C12,83.76880182573852,50.47021999875904,524.635812187905,64.37319522949605,335.6780537042604,83.76880182573852,2024-09-16 10:28:00
75,EMP076,C06,81.65562707507492,45.31284783093162,394.7235864454633,25.207763933658622,120.06957560964314,81.65562707507492,2024-07-04 01:28:53
76,EMP170,C01,56.108545299214896,34.61365548529066,223.6001957273657,22.47664717160269,69.17166620397113,56.108545299214896,2024-04-22 13:58:07
77,EMP146,C14,3.839103283857548,2.41788096845484,0.4373395550909237,0.0394957685121567,0.6393124634158072,3.839103283857548,2024-01-24 15:17:15
78,EMP147,C06,70.84074505422045,44.8036655574314,204.88905502387797,11.946946733747778,81.4004993820476,70.84074505422045,2024-07-19 18:55:33
79,EMP023,C11,50.67439705334249,29.9299403434502,99.77066674143256,4.29154883474176,74.9034401842065,50.67439705334249,2024-03-28 21:47:58
80,EMP123,C06,90.46897169042497,78.45657270700116,84.14652376682726,2.6537863896834755,7.125368228837016,90.46897169042497,2024-06-27 13:51:00
81,EMP038,C15,48.25091413050404,43.893122848796914,234.4372666131473,10.35027532686493,99.7117411602968,48.25091413050404,2024-02-03 11:51:32
82,EMP017,C03,34.288755966897824,23.17286733476599,207.6049664432036,3.399494665840902,168.51535625789504,34.288755966897824,2024-05-03 04:42:16
83,EMP010,C11,34.312208188442824,18.04009955306332,243.31336750621816,31.581232926144164,26.32005636616157,34.312208188442824,2024-06-18 19:40:53
84,EMP142,C14,48.78766234091967,43.651324685225234,248.0280261046222,23.667813101715584,155.2160451554116,48.78766234091967,2024-06-08 19:05:13
85,EMP187,C01,96.55852083009349,77.55794377364114,154.008060133834,6.045661956973084,77.74098917616945,96.55852083009349,2024-08-08 05:42:38
86,EMP017,C10,98.8054396837703,90.16953012761354,371.03150230166574,12.252240773011296,362.6182879769394,98.8054396837703,2024-04-04 21:30:49
87,EMP084,C07,68.05907441928744,59.64662921178012,480.8851726343292,45.50325314889445,455.4972109915881,68.05907441928744,2024-05-15 00:58:26
88,EMP011,C13,76.50903993970569,44.4962280123878,543.2218981447894,49.08328333900588,149.35521776876283,76.50903993970569,2024-02-14 00:06:20
89,EMP124,C05,60.09452018133404,58.185543114338586,15.28940903971488,0.1580517639251865,11.541342631958484,60.09452018133404,2024-03-27 01:40:08
90,EMP034,C03,96.4354496926471,48.68596806475868,132.69294971806096,8.327345755439303,126.4640833157889,96.4354496926471,2024-05-01 02:01:45
91,EMP122,C02,69.35938502544204,36.72353059687087,263.5266527448082,29.15400020123388,227.3245808932505,69.35938502544204,2024-05-07 00:59:52
92,EMP061,C07,52.805038248484536,49.36284573877131,236.5009650176349,29.153327811556032,53.5133891800008,52.805038248484536,2024-06-26 23:20:24
93,EMP091,C01,72.79258054291117,63.45648933432355,523.7180205737359,38.66962592914947,16.3783093744901,72.79258054291117,2024-03-17 00:06:43
94,EMP167,C07,4.359204231853653,3.5359478607715413,9.371672800738525,0.7610505264636495,5.212896306411246,4.359204231853653,2024-05-21 06:30:31
95,EMP065,C03,81.54441982531752,74.7892123782545,194.6781858174554,1.0694998980082844,163.72111053954998,81.54441982531752,2024-01-02 04:00:16
96,EMP085,C11,49.811327580653,27.637736307061868,96.5947834053371,3.884809707323504,65.33536228322495,49.811327580653,2024-07-16 17:40:08
97,EMP181,C10,25.714867680209277,22.317803898632118,101.97171312027318,12.437540764309372,13.766623215148217,25.714867680209277,2024-04-24 03:11:55
98,EMP189,C01,63.21985196335322,41.850415332948096,222.8297045029149,17.342584327987282,151.6339780415274,63.21985196335322,2024-06-18 19:00:10
99,EMP176,C02,84.82872074120908,44.695819470178,377.7926473378412,4.233086975644491,259.99555208994417,84.82872074120908,2024-09-01 15:17:23
100,EMP110,C10,35.209215434628206,27.56617918692365,75.70021133175784,7.222446743046853,37.74023149917744,35.209215434628206,2024-05-13 18:39:59
101,EMP026,C06,1.7754838074507728,1.1520414941580348,9.671882146089471,1.2321748645883537,6.055416362589005,1.7754838074507728,2024-05-06 08:55:26
102,EMP015,C13,88.39010130145792,63.35890611865862,317.9686385392625,43.45206315599595,77.42839143069054,88.39010130145792,2024-02-14 13:04:55
103,EMP134,C06,19.258453701720452,13.339734084171305,127.84883269538908,9.738458862849251,75.62968216653364,19.258453701720452,2024-06-28 23:08:14
104,EMP024,C08,72.30255050809127,56.31509897412014,401.8249935305647,10.231904000448404,361.1828397228976,72.30255050809127,2024-04-26 15:00:09
105,EMP101,C15,4.86421570885237,3.355324365204337,10.772487033796995,1.2977432551043706,3.011929504973474,4.86421570885237,2024-01-03 02:03:47
106,EMP114,C07,26.19449383880969,20.738534785650305,185.00447015769504,10.178649009403292,85.59145474384528,26.19449383880969,2024-03-07 19:57:05
107,EMP038,C13,20.46501167420364,17.251611718481925,81.24451668198874,6.412994226262321,28.63768342316754,20.46501167420364,2024-01-13 19:24:30
108,EMP010,C08,45.562494525092426,32.30380292932017,103.4375363259015,11.100849359376284,22.769778071113723,45.562494525092426,2024-08-20 11:52:02
109,EMP159,C14,37.06517435485666,26.792868335746093,106.39568005347728,5.136883385142917,15.5315683039634,37.06517435485666,2024-08-15 16:37:36
110,EMP105,C15,80.75574211455451,43.10247794984756,63.05292425116647,1.6226590344380671,10.888502630629342,80.75574211455451,2024-07-05 17:45:13
111,EMP178,C12,46.97983643918491,41.85526096681672,202.05438970055795,7.966693287466569,63.65707225021157,46.97983643918491,2024-02-03 02:23:19
112,EMP019,C03,13.215753591894664,11.736788315520286,63.06165604476351,4.877754171110619,44.99548913799899,13.215753591894664,2024-02-29 05:34:24
113,EMP182,C11,36.21583559199291,28.778870918189103,142.1232425681747,2.620380870845897,114.31566902604251,36.21583559199291,2024-02-19 04:31:41
114,EMP081,C09,25.925349353942305,22.797071138303195,29.8996253285197,0.4066153601519154,2.9969790610304954,25.925349353942305,2024-07-14 09:33:28
115,EMP123,C07,23.7980413988824,17.568084687838606,150.13543274697582,9.724360253051852,49.25009901762137,23.7980413988824,2024-10-07 19:01:45
116,EMP146,C05,19.8447218813924,11.75486838715084,31.36224907255065,3.8176539442407855,14.178317223413892,19.8447218813924,2024-07-12 23:54:55
117,EMP150,C02,59.1133356824716,31.185867849441795,213.30431515402307,23.58063584272103,69.42875914857568,59.1133356824716,2024-02-13 19:33:35
118,EMP099,C08,3.8571029966336434,2.112682512205174,2.0972132727741184,0.2108259730411468,1.631896282415144,3.8571029966336434,2024-04-01 04:25:51
119,EMP191,C09,72.49844426731435,69.4348092039723,65.78398025652898,1.3699958508434715,12.821934824188157,72.49844426731435,2024-04-19 21:57:59
120,EMP001,C11,13.707477449164465,8.557753697295313,16.784622398828475,1.1825580030150464,1.0958553891823788,13.707477449164465,2024-09-05 08:23:27
121,EMP165,C05,85.25241441857273,78.54422031718215,572.4581762571863,54.46757360344825,413.1527068593717,85.25241441857273,2024-01-11 11:46:36
122,EMP165,C15,59.68223443175429,50.260671673630384,354.2977092291783,35.01468955625623,311.56827822937737,59.68223443175429,2024-04-06 03:21:37
123,EMP053,C11,29.737134292318668,21.97423621290251,34.28097766656001,0.9687717916815728,17.04794486080609,29.737134292318668,2024-09-19 03:36:09
124,EMP163,C11,81.99218919977673,73.5929167028949,161.9837082606965,19.88617388594713,73.54632802309614,81.99218919977673,2024-01-06 17:42:27
125,EMP066,C11,55.11859000600915,29.407116356850413,55.9454999805627,6.773256012180668,10.575310798357254,55.11859000600915,2024-02-16 20:28:53
126,EMP190,C13,38.42243032155,35.1961098070909,240.50936972932348,17.18039919780037,50.88245096678951,38.42243032155,2024-01-21 11:52:38
127,EMP118,C08,22.83000888265555,21.997939194205777,89.60554157780308,3.2147375855017053,4.275293415067509,22.83000888265555,2024-09-29 09:19:52
128,EMP076,C13,90.29614522029172,85.21867224561925,254.6841901645411,0.616729931860749,228.8192844621956,90.29614522029172,2024-06-06 02:00:18
129,EMP182,C07,82.15520036300086,70.50961515593883,292.42961247690374,35.99700515984909,244.5882886108161,82.15520036300086,2024-08-23 18:30:21
130,EMP098,C05,93.9726841758834,69.72880951407812,126.6631180291095,3.9439684054110073,85.56021238687107,93.9726841758834,2024-08-02 01:04:07
131,EMP086,C14,58.47419368728997,33.39784897316571,129.3765473250088,17.27426034638597,29.391801640996803,58.47419368728997,2024-05-11 18:19:36
132,EMP044,C04,29.511657617369668,17.470493635243507,66.12570117675814,0.0822418558613054,55.70233284304493,29.511657617369668,2024-08-13 03:03:14
133,EMP193,C04,72.18776847043242,49.339108167221184,252.0443260863181,31.60336270868327,217.6474438430511,72.18776847043242,2024-08-03 09:13:09
134,EMP056,C13,3.792988457308266,2.0471940093078773,9.671864859926092,1.2349853096300312,8.940403203390279,3.792988457308266,2024-03-05 12:53:35
135,EMP068,C07,54.2676874236455,41.90856767639274,240.6095611070369,11.69609092995282,132.93584283492424,54.2676874236455,2024-05-21 20:48:29
136,EMP050,C14,15.5922310157116,11.35899219554942,101.49189929264988,12.426470192275923,76.86107985485656,15.5922310157116,2024-07-02 00:42:57
137,EMP199,C15,15.133897895456904,11.800867338351871,41.91658404938728,3.725800678558459,34.52555527472892,15.133897895456904,2024-03-01 00:16:12
138,EMP170,C02,37.53161475083471,19.1322425543534,221.23627279575288,12.465926483292677,152.54426861206042,37.53161475083471,2024-08-10 22:23:52
139,EMP159,C09,35.399026350312354,33.39782172255096,31.144736345185,1.8902884114680631,15.06017367382324,35.399026350312354,2024-07-19 07:43:31
140,EMP014,C12,30.068797293989512,16.825808705244608,139.5926288449653,3.0549316863146685,30.94556598174029,30.068797293989512,2024-02-22 18:44:21
141,EMP146,C03,44.29216061409144,30.154815633500164,193.888510983503,19.41928941245108,131.6318415245436,44.29216061409144,2024-06-04 21:18:17
142,EMP200,C04,95.56396912837928,56.67170718427397,237.2046787910625,10.408804233490043,231.7427054462509,95.56396912837928,2024-09-18 09:40:24
143,EMP093,C08,10.933354963013942,10.254385214476066,12.886407656123852,1.1792853147270044,8.190006280069726,10.933354963013942,2024-02-05 14:32:18
144,EMP043,C05,11.235282725988927,5.812636215154057,24.86815358432409,0.076766959050699,1.2208101466630303,11.235282725988927,2024-05-03 10:49:28
145,EMP167,C07,2.914963047016883,2.1941706698448744,15.00566920314474,0.9975839187339702,12.546101195888411,2.914963047016883,2024-04-02 13:13:56
146,EMP122,C09,91.75733801736897,65.17517593845058,183.7686423453925,9.62259443019478,69.23313982193108,91.75733801736897,2024-08-05 20:22:18
147,EMP038,C15,76.77990481261317,73.13324697788237,536.7342014284799,18.4143325170836,447.2481309606615,76.77990481261317,2024-08-16 16:38:44
148,EMP108,C13,66.5938947885714,56.96206113941085,426.6324119318908,5.993206493291389,63.3727235946328,66.5938947885714,2024-08-12 09:29:51
149,EMP018,C13,76.60922913001934,41.68562399183015,177.85576176939028,22.898705800853108,40.891812104746855,76.60922913001934,2024-07-07 13:08:56
150,EMP040,C10,29.247255001446813,15.10657322263262,191.7038680201176,2.1938404223470105,180.06764955927565,29.247255001446813,2024-10-06 13:09:12
151,EMP183,C05,21.543470476227533,19.95264704642676,81.41310308327998,0.063393731306376,61.79817099336993,21.543470476227533,2024-04-18 13:17:51
152,EMP052,C11,50.904718704215135,45.71512535134558,213.70878304636207,12.210097882301437,198.62619163555448,50.904718704215135,2024-08-11 21:26:23
153,EMP079,C12,65.0055210765042,37.33693694415872,47.927124181108645,3.8727088142794206,19.42860597124301,65.0055210765042,2024-08-09 00:59:09
154,EMP075,C05,31.909318326300053,17.031046870983843,78.07876906020557,0.4950247241696333,72.96177144624798,31.909318326300053,2024-10-07 09:40:08
155,EMP183,C09,57.53997407528221,49.9229802877338,202.635006868664,3.2980453323188987,102.0139640164162,57.53997407528221,2024-09-01 07:57:16
156,EMP114,C05,92.3703379985142,52.24443331886261,269.46815451606415,18.223638000831567,5.751780959985426,92.3703379985142,2024-05-31 04:10:23
157,EMP081,C04,49.040162197132034,38.27890634418313,324.7233171297057,16.966666259534676,301.0509235763841,49.040162197132034,2024-09-16 22:54:19
158,EMP056,C10,97.58668658650842,60.54060199070659,611.9345536920397,32.905914236671926,170.1807155533382,97.58668658650842,2024-01-06 11:31:58
159,EMP134,C02,0.4477637120424149,0.3527785961091281,3.0231138740193795,0.3361252553342834,1.3203930906917367,0.4477637120424149,2024-02-17 20:52:09
160,EMP054,C11,20.498189692100052,17.954015352498605,95.71742213642672,5.203725876880038,47.98371079981632,20.498189692100052,2024-05-18 12:19:54
161,EMP009,C14,54.15933622504232,28.25736486503575,243.81083632626863,26.388285581891868,160.7769387500052,54.15933622504232,2024-01-23 16:48:33
162,EMP102,C01,97.75362711531524,62.71310645427821,687.5570230182667,79.08955053080462,195.81822039691093,97.75362711531524,2024-02-28 06:58:08
163,EMP071,C15,49.01612699644021,27.908834431229742,82.38110478058974,8.2673543597399,78.83606478026033,49.01612699644021,2024-07-11 15:02:45
164,EMP158,C01,42.56003304060207,42.18423807916545,70.19423591465721,0.7004942492785793,49.0245141165472,42.56003304060207,2024-07-17 22:18:29
165,EMP157,C04,86.11888079972502,67.98237623656564,552.8004625749145,9.703287425436695,227.66907747210564,86.11888079972502,2024-03-29 21:56:56
166,EMP119,C11,22.13739040497854,20.486904756298635,38.57801427788067,1.045801343453861,32.15490453856179,22.13739040497854,2024-06-11 11:40:39
167,EMP102,C12,82.7553538451952,77.54991762531972,325.79207108537804,24.77004790205547,173.33087176612835,82.7553538451952,2024-07-12 12:28:34
168,EMP138,C05,55.64147296321725,35.002394900070634,171.07551436110003,4.117174606539948,93.5951815403609,55.64147296321725,2024-01-31 04:56:47
169,EMP160,C11,2.386019492844249,1.2100601798452373,11.687596560055658,1.2414296188739904,10.405708253442334,2.386019492844249,2024-02-28 08:29:58
170,EMP124,C12,92.7615132913186,74.1879715194582,13.124418416037129,0.6780164420114835,3.9573674054475423,92.7615132913186,2024-08-25 08:17:49
171,EMP159,C03,12.534097054219906,6.489746317361341,14.743498638626471,1.3206843074337973,6.278715497458082,12.534097054219906,2024-08-09 00:45:51
172,EMP084,C08,17.29667896652316,9.637153591071954,53.57393133095235,4.824990029015502,50.20677102024133,17.29667896652316,2024-08-14 01:05:32
173,EMP085,C03,77.87531784449283,50.82113537105997,92.8961343511899,7.237617225688973,67.22499255941062,77.87531784449283,2024-04-09 05:57:43
174,EMP067,C08,5.112084487788948,3.835314361036037,3.2645596746112115,0.169073378122262,1.443247505484266,5.112084487788948,2024-08-12 11:05:37
175,EMP052,C01,47.56918695346491,24.663978607759617,304.6268427064316,13.717928478375793,58.76931953411367,47.56918695346491,2024-08-23 01:18:19
176,EMP107,C05,15.676308028000074,15.484760345306215,104.91255370168052,10.85269299614599,81.55545094557066,15.676308028000074,2024-05-03 03:32:10
177,EMP062,C06,30.98953618891453,20.402803942958965,51.06630226749179,2.556925623919025,12.263187898492276,30.98953618891453,2024-07-31 08:06:18
178,EMP096,C07,39.69879947215096,27.021892648413232,57.54031268484474,5.659605330341896,47.82253128172456,39.69879947215096,2024-06-08 02:59:58
179,EMP073,C09,80.05751923540893,40.91578942318962,500.03472801867474,46.62334536873188,266.4173042239304,80.05751923540893,2024-05-26 21:22:51
180,EMP016,C01,7.510258330521324,6.441973327176343,16.558711668434494,0.6042985997841741,3.770371402939135,7.510258330521324,2024-03-02 07:46:15
181,EMP100,C02,54.95223631226812,52.75035069408125,311.3739777940863,5.823000533975078,122.27773731247171,54.95223631226812,2024-03-26 04:09:21
182,EMP030,C14,49.174114817942375,43.59273807154115,317.87789325562045,15.193243416299474,39.7555314221657,49.174114817942375,2024-06-20 20:13:38
183,EMP162,C06,37.53161362622998,23.046583879334136,183.35382986731,13.37791885527862,116.53687753457298,37.53161362622998,2024-07-25 03:55:49
184,EMP063,C11,71.60080141415698,48.9355290543098,159.5788642501092,17.451118671092015,126.70619751125729,71.60080141415698,2024-07-04 21:45:42
185,EMP079,C03,5.927428801707702,3.72451754713685,24.66558945628068,1.961139607723744,4.123328921725262,5.927428801707702,2024-04-23 18:15:58
186,EMP104,C10,94.51275891870996,76.09037588523697,579.5466192762697,42.84526592784498,388.6199756832081,94.51275891870996,2024-05-04 10:06:36
187,EMP011,C02,97.65241326255428,92.2652990201666,627.1990944099134,3.172088346090264,23.07483417583537,97.65241326255428,2024-09-13 19:54:50
188,EMP125,C05,86.72251323857236,65.34030122559255,526.6529981998655,66.85085282565578,191.76744794902257,86.72251323857236,2024-01-14 22:48:48
189,EMP021,C05,8.597324754688563,8.015735235403007,54.29034687105185,3.3829923695091204,41.11169968617956,8.597324754688563,2024-06-28 09:41:50
190,EMP117,C03,64.01940720740697,61.4917874716121,318.61683382531515,0.0550148190729436,185.1034843309075,64.01940720740697,2024-05-22 09:17:13
191,EMP134,C15,83.81227893988445,78.43183339824007,466.1140488054688,5.203655060938952,68.48115286771613,83.81227893988445,2024-06-17 10:45:10
192,EMP036,C13,46.44624536765261,43.574792051414974,156.39003796068266,14.639515762495668,61.203708153147645,46.44624536765261,2024-09-27 11:41:02
193,EMP003,C01,57.81044313515816,40.96661027206557,351.2003802020212,47.16630971253922,141.1330598821619,57.81044313515816,2024-05-13 11:41:51
194,EMP193,C03,76.82681676455546,50.53576964115048,360.8428665665464,15.806409263382047,195.04505987977325,76.82681676455546,2024-07-27 10:45:53
