enrollment_id,employee_id,course_id,enrollment_date,completion_status,completion_percentage,completed_at,score,time_spent
37,EMP144,C01,2024-01-18 22:21:10,Completed,100.0,2024-02-10 09:26:55,75.33249497882798,646.9634599624954
38,EMP127,C12,2024-05-09 03:16:15,Completed,100.0,2024-07-06 18:34:45,76.66369336635104,690.3282705666037
39,EMP056,C13,2024-01-17 11:02:40,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
40,EMP155,C01,2024-08-14 04:53:25,In Progress,80.98980799616554,2024-01-01 03:03:58,53.31760654892781,468.8791046017847
41,EMP102,C13,2024-10-02 08:15:57,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
42,EMP039,C06,2024-05-15 10:59:43,Completed,100.0,2024-06-08 16:18:14,76.42405718692858,207.8386370614085
43,EMP087,C06,2024-04-29 17:03:57,In Progress,99.53150194735332,2024-01-01 03:03:58,99.2166419263042,137.21173765787918
44,EMP073,C03,2024-01-10 09:52:12,Completed,100.0,2024-02-19 20:42:15,99.65050899342194,469.0457515691871
45,EMP073,C10,2024-08-12 05:10:28,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
46,EMP187,C01,2024-01-23 20:10:09,In Progress,23.2588105016571,2024-01-01 03:03:58,15.297135015352124,78.93116657534148
47,EMP197,C02,2024-06-16 19:47:55,Completed,100.0,2024-04-16 01:05:23,90.37688438419828,332.27361250137267
48,EMP131,C10,2024-03-16 09:18:17,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
49,EMP078,C01,2024-04-04 09:15:37,In Progress,86.84117177758941,2024-01-01 03:03:58,86.21581755427744,477.09438493599833
50,EMP141,C07,2024-04-28 03:22:53,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
51,EMP188,C11,2024-05-29 15:26:01,Completed,100.0,2024-06-17 06:06:14,88.30552714684973,213.0929301884192
52,EMP179,C08,2024-02-02 22:27:11,Completed,100.0,2024-07-29 00:59:21,96.1652041329602,678.6924331967577
53,EMP160,C10,2024-02-28 23:37:16,Completed,100.0,2024-05-27 04:25:50,71.1522500390252,330.7296240637651
54,EMP060,C03,2024-04-29 22:53:13,Completed,100.0,2024-06-01 21:25:36,84.62487909144231,235.22553560569463
55,EMP126,C02,2024-05-28 20:29:13,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
56,EMP096,C13,2024-07-16 10:25:49,In Progress,97.61895994567216,2024-01-01 03:03:58,68.90306740663391,181.2465628922489
57,EMP132,C04,2024-01-08 09:52:17,In Progress,33.2776206818215,2024-01-01 03:03:58,31.33198560619312,19.381837015044013
58,EMP017,C05,2024-03-31 14:01:08,In Progress,58.77102012198248,2024-01-01 03:03:58,34.80176938786501,207.7871446369205
59,EMP102,C07,2024-03-29 20:33:02,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
60,EMP055,C02,2024-08-29 07:16:37,In Progress,57.842583410726746,2024-01-01 03:03:58,43.856675488152185,266.29678975541634
61,EMP058,C06,2024-03-19 10:49:28,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
62,EMP111,C12,2024-03-19 23:38:49,In Progress,84.82409052251059,2024-01-01 03:03:58,66.66223081098194,407.4863054928473
63,EMP119,C11,2024-02-21 18:26:47,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
64,EMP142,C10,2024-03-24 02:41:45,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
65,EMP101,C15,2024-04-20 08:21:12,Completed,100.0,2024-02-22 13:04:43,92.9707026591134,274.2859306090855
66,EMP105,C02,2024-08-13 05:09:23,Completed,100.0,2024-05-12 07:12:06,90.44343119625664,583.2076300955562
67,EMP149,C02,2024-06-20 02:31:23,In Progress,77.41760879572175,2024-01-01 03:03:58,56.47459624442828,516.0035924028618
68,EMP006,C02,2024-02-08 17:27:41,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
69,EMP175,C11,2024-09-17 02:14:48,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
70,EMP199,C04,2024-03-31 04:42:26,Completed,100.0,2024-01-26 16:30:50,94.46043007411566,462.89923705970455
71,EMP131,C12,2024-07-20 20:40:40,In Progress,78.9086171569719,2024-01-01 03:03:58,41.52875715235721,116.64286606721018
72,EMP123,C12,2024-04-25 02:32:19,Completed,100.0,2024-04-16 08:26:50,74.79402781795417,593.3987164073799
73,EMP115,C12,2024-03-08 15:53:57,Completed,100.0,2024-01-11 22:37:26,86.51132963729677,93.12213926611236
74,EMP127,C14,2024-08-04 02:45:25,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
75,EMP153,C15,2024-01-23 18:13:26,In Progress,36.88689290843641,2024-01-01 03:03:58,19.62475093152769,224.46378593238924
76,EMP096,C07,2024-07-21 16:40:13,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
77,EMP097,C06,2024-01-27 11:49:34,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
78,EMP184,C14,2024-03-10 22:22:01,In Progress,84.81304537010543,2024-01-01 03:03:58,54.61308590326573,583.0605122682273
79,EMP069,C14,2024-02-18 14:35:16,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
80,EMP147,C03,2024-02-14 09:44:41,In Progress,21.777404601719265,2024-01-01 03:03:58,16.229538033419335,111.94138572995492
81,EMP129,C13,2024-07-13 04:41:49,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
82,EMP161,C10,2024-08-15 08:18:18,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
83,EMP058,C15,2024-02-13 05:47:22,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
84,EMP095,C10,2024-02-05 02:07:29,Completed,100.0,2024-02-19 00:26:43,96.1707092150596,584.757778344738
85,EMP031,C10,2024-03-27 14:19:02,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
86,EMP141,C09,2024-06-14 16:50:03,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
87,EMP127,C14,2024-01-02 22:21:17,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
88,EMP054,C11,2024-08-15 00:24:17,In Progress,42.95885684006083,2024-01-01 03:03:58,33.77710580885874,230.0935965589643
89,EMP168,C10,2024-06-20 07:57:36,In Progress,85.53952997909424,2024-01-01 03:03:58,79.64579903062786,252.1672956529553
90,EMP176,C03,2024-05-10 11:08:37,Completed,100.0,2024-10-02 21:57:16,96.02298517430536,501.47405020926976
91,EMP003,C04,2024-01-26 18:53:38,In Progress,67.7775981845334,2024-01-01 03:03:58,49.55293946420675,214.62824937586404
92,EMP183,C06,2024-08-18 02:09:57,Completed,100.0,2024-09-19 13:46:40,93.96119563052105,616.3773148810562
93,EMP060,C07,2024-02-07 11:34:10,Completed,100.0,2024-04-21 03:53:51,78.88146224729353,354.12448861945506
94,EMP053,C06,2024-01-19 15:59:32,In Progress,70.21775331849784,2024-01-01 03:03:58,42.70265821250802,91.9622302197596
95,EMP178,C02,2024-03-20 16:21:10,Completed,100.0,2024-01-17 21:30:09,74.88728488914073,157.51464943985118
96,EMP092,C03,2024-06-17 08:46:11,Completed,100.0,2024-06-07 13:38:04,73.2310754463672,295.16861406382816
97,EMP009,C02,2024-08-13 05:43:22,Completed,100.0,2024-09-10 05:05:58,78.37534877657113,719.7971799949775
98,EMP008,C15,2024-09-30 05:50:58,In Progress,58.324669350052325,2024-01-01 03:03:58,43.27739267569778,350.7016156554949
99,EMP153,C06,2024-04-30 09:28:25,Completed,100.0,2024-03-07 00:59:42,87.29078320444263,540.9109277426325
100,EMP113,C02,2024-03-19 02:39:55,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
101,EMP179,C10,2024-01-14 20:20:22,In Progress,66.0153923097135,2024-01-01 03:03:58,36.62131992845313,80.26998382549286
102,EMP020,C06,2024-02-09 04:02:43,In Progress,47.49430995876226,2024-01-01 03:03:58,41.616667852593366,62.8669693915874
103,EMP002,C05,2024-01-19 12:26:21,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
104,EMP154,C10,2024-03-17 05:48:10,In Progress,90.32892930972336,2024-01-01 03:03:58,54.23642615280125,122.56581309847678
105,EMP185,C05,2024-02-20 21:21:52,In Progress,40.32643364485276,2024-01-01 03:03:58,35.18707623116352,202.08713981614105
106,EMP003,C01,2024-08-12 15:28:00,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
107,EMP114,C05,2024-04-21 15:04:25,In Progress,44.21462392274083,2024-01-01 03:03:58,33.79311041996541,311.7934366471234
108,EMP163,C07,2024-01-21 22:49:50,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
109,EMP167,C08,2024-08-02 01:46:42,Completed,100.0,2024-08-20 03:39:17,74.3469124396445,152.5015905049967
110,EMP077,C12,2024-06-02 05:10:28,Completed,100.0,2024-02-27 11:39:47,95.64055618932876,122.7452958341364
111,EMP184,C01,2024-05-07 19:29:27,In Progress,99.31259683712732,2024-01-01 03:03:58,80.90661962441095,49.521079681414726
112,EMP195,C07,2024-02-24 03:43:55,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
113,EMP169,C04,2024-04-20 08:32:05,In Progress,31.663429081750785,2024-01-01 03:03:58,28.968283900870727,133.57248526932443
114,EMP085,C15,2024-06-06 17:15:15,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
115,EMP098,C15,2024-07-15 17:16:05,Completed,100.0,2024-06-13 01:42:48,78.14251486799841,98.8166153370784
116,EMP182,C01,2024-07-12 18:20:01,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
117,EMP112,C07,2024-04-20 22:46:22,In Progress,36.02108734748345,2024-01-01 03:03:58,26.891540954102048,213.78570296543472
118,EMP039,C02,2024-09-28 09:38:14,Completed,100.0,2024-02-14 17:39:34,87.07575496005094,79.26671194202169
119,EMP160,C03,2024-06-06 08:40:17,Completed,100.0,2024-08-09 08:52:12,86.52117854699517,61.04365638741989
120,EMP008,C08,2024-06-14 15:04:39,In Progress,85.99547952453821,2024-01-01 03:03:58,67.37625278430099,155.16672290803123
121,EMP185,C09,2024-02-27 00:53:54,Completed,100.0,2024-01-19 11:02:23,74.00091363140372,322.6503986134903
122,EMP194,C03,2024-09-13 08:03:00,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
123,EMP141,C08,2024-04-05 03:29:08,Completed,100.0,2024-05-29 19:06:53,92.05619955480252,649.1640957295241
124,EMP087,C10,2024-05-21 21:52:23,In Progress,29.635063527976254,2024-01-01 03:03:58,21.80532796191073,112.63088515213586
125,EMP010,C01,2024-06-08 00:47:47,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
126,EMP170,C11,2024-01-27 20:59:26,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
127,EMP127,C11,2024-07-21 22:21:34,In Progress,55.92915264312974,2024-01-01 03:03:58,45.54289252586873,255.53271068102595
128,EMP190,C02,2024-08-16 21:21:51,Completed,100.0,2024-08-29 03:54:54,88.35329103605162,581.3572042988463
129,EMP057,C03,2024-02-17 19:22:44,In Progress,73.71399385591124,2024-01-01 03:03:58,70.74724714755884,321.68892225389044
130,EMP187,C03,2024-05-27 08:22:13,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
131,EMP116,C13,2024-09-21 06:17:39,Completed,100.0,2024-07-15 00:48:29,89.09323080885008,99.3187123700326
132,EMP051,C05,2024-08-10 16:07:00,Completed,100.0,2024-09-18 00:57:07,89.6893653263687,376.729364069158
133,EMP024,C01,2024-09-02 07:16:08,In Progress,27.066612194253576,2024-01-01 03:03:58,20.869205494432563,72.76583261104267
134,EMP161,C10,2024-06-24 02:27:22,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
135,EMP194,C06,2024-09-17 03:08:41,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
136,EMP179,C12,2024-04-20 15:00:04,In Progress,95.89327989959426,2024-01-01 03:03:58,59.82688679869349,686.8414931095243
137,EMP015,C14,2024-06-16 08:49:12,In Progress,70.38215630100345,2024-01-01 03:03:58,58.82654239730206,427.4779769809441
138,EMP008,C02,2024-04-05 09:29:25,Completed,100.0,2024-09-13 12:16:01,83.56031678726983,339.96490917993367
139,EMP113,C14,2024-08-28 08:31:56,Completed,100.0,2024-01-12 21:48:03,96.11108000120556,624.2516750042711
140,EMP045,C11,2024-04-24 05:40:31,In Progress,81.82940503706126,2024-01-01 03:03:58,48.1708585110547,391.9643578125588
141,EMP031,C05,2024-04-21 18:19:46,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
142,EMP181,C07,2024-05-16 21:50:38,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
143,EMP121,C14,2024-08-12 22:36:02,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
144,EMP093,C06,2024-08-01 14:28:25,In Progress,38.54975991798406,2024-01-01 03:03:58,29.32956787537953,14.889173002245505
145,EMP188,C14,2024-06-17 20:04:23,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
146,EMP163,C14,2024-08-02 19:05:00,Completed,100.0,2024-07-02 13:27:53,84.62357247520035,203.89853364723123
147,EMP163,C07,2024-08-07 02:13:01,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
148,EMP133,C09,2024-08-26 21:13:39,Completed,100.0,2024-04-06 17:49:49,78.44367612312945,619.1667480804919
149,EMP196,C02,2024-04-07 08:52:38,Completed,100.0,2024-05-11 18:47:22,76.64260063843014,135.8334806578825
150,EMP103,C14,2024-03-05 23:27:59,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
151,EMP025,C07,2024-01-13 10:06:19,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
152,EMP196,C10,2024-06-26 16:23:15,Completed,100.0,2024-02-17 04:17:25,75.49019153468855,110.58868917168677
153,EMP015,C02,2024-07-19 10:31:47,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
154,EMP129,C15,2024-03-28 17:37:24,In Progress,21.442237215391696,2024-01-01 03:03:58,15.05279433425088,45.67174897111872
155,EMP162,C08,2024-05-22 09:48:51,In Progress,21.56970453896467,2024-01-01 03:03:58,12.167420891257116,135.09163596209237
156,EMP164,C09,2024-06-26 12:00:42,Completed,100.0,2024-04-10 07:03:16,91.88660949470912,270.7852491863848
157,EMP032,C03,2024-02-21 22:07:22,Completed,100.0,2024-04-10 14:13:36,75.42149433177376,544.947517171018
158,EMP092,C15,2024-04-27 08:41:46,In Progress,70.95943085623352,2024-01-01 03:03:58,56.67717199587875,167.12250395446932
159,EMP180,C06,2024-04-07 00:01:11,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
160,EMP067,C10,2024-09-03 12:21:32,In Progress,38.4319831362819,2024-01-01 03:03:58,37.71679094043603,163.14063488798
161,EMP100,C09,2024-06-19 18:05:03,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
162,EMP040,C09,2024-05-22 07:22:03,In Progress,37.93276295863017,2024-01-01 03:03:58,30.57449973013981,23.197779010423872
163,EMP154,C14,2024-06-05 06:39:16,In Progress,62.67570940914527,2024-01-01 03:03:58,59.97564808333127,140.69225244334797
164,EMP003,C04,2024-08-17 20:36:28,In Progress,92.40816985543532,2024-01-01 03:03:58,69.08863604010321,518.281605989179
165,EMP051,C06,2024-08-28 11:38:46,In Progress,95.32021039962196,2024-01-01 03:03:58,93.55821770435716,344.85741061848347
166,EMP055,C08,2024-01-29 06:39:39,Completed,100.0,2024-09-30 02:53:20,70.85424798071175,238.05333480869965
167,EMP084,C07,2024-02-23 00:12:37,Completed,100.0,2024-10-06 09:12:29,71.49505016268239,15.881306552166508
168,EMP020,C13,2024-02-14 02:09:15,Completed,100.0,2024-04-30 20:30:21,96.2219401020854,654.5664441995015
169,EMP183,C12,2024-07-31 21:10:05,In Progress,21.50095860508672,2024-01-01 03:03:58,15.324609880342646,9.768221602247104
170,EMP147,C01,2024-08-15 10:31:42,Completed,100.0,2024-01-29 17:21:14,70.51801385951457,673.2751592600721
171,EMP030,C10,2024-05-02 13:54:56,Completed,100.0,2024-05-27 04:44:13,98.8507079119376,315.9250218725807
172,EMP061,C14,2024-09-25 17:43:49,Completed,100.0,2024-01-04 01:45:15,96.19898162652493,219.11078515730225
173,EMP197,C13,2024-05-20 07:43:54,In Progress,46.92928195681109,2024-01-01 03:03:58,45.49892234802821,222.26550198393133
174,EMP174,C12,2024-05-20 20:28:01,Completed,100.0,2024-03-01 07:33:55,95.60627232835596,260.7158846997267
175,EMP008,C08,2024-05-20 02:21:01,Completed,100.0,2024-04-11 01:29:30,73.12905331774019,376.5335362054056
176,EMP032,C12,2024-06-11 05:50:43,In Progress,71.20920108422918,2024-01-01 03:03:58,38.06048767390702,282.7472296117248
177,EMP138,C02,2024-03-12 19:28:17,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
178,EMP108,C15,2024-04-26 20:33:40,In Progress,45.58349656052903,2024-01-01 03:03:58,32.544221926319324,204.23596326462197
179,EMP072,C04,2024-04-10 21:55:55,Completed,100.0,2024-01-02 19:27:14,91.92575979657518,9.057666942038573
180,EMP089,C07,2024-06-12 02:05:47,In Progress,58.16009611585572,2024-01-01 03:03:58,53.463253150451685,164.7710714048779
181,EMP063,C08,2024-06-04 11:14:04,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
182,EMP027,C04,2024-07-30 08:48:55,Completed,100.0,2024-02-23 23:57:23,98.80262120551276,157.82211289046356
183,EMP129,C02,2024-09-17 00:55:08,In Progress,50.20900168217635,2024-01-01 03:03:58,44.6765501035128,139.4132390385889
184,EMP138,C01,2024-05-22 07:02:12,Completed,100.0,2024-08-28 22:11:32,81.16613339002319,8.358957939199573
185,EMP106,C12,2024-01-11 07:26:27,Completed,100.0,2024-06-06 04:57:08,96.31986066476928,152.42227065513347
186,EMP064,C03,2024-03-02 00:17:55,In Progress,38.779218118725055,2024-01-01 03:03:58,20.58074065016077,74.3154183532141
187,EMP002,C08,2024-01-03 00:50:06,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
188,EMP119,C01,2024-07-19 17:27:44,Completed,100.0,2024-03-31 15:32:26,72.78140107584443,324.47100377237405
189,EMP139,C03,2024-06-29 08:13:25,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
190,EMP147,C02,2024-02-26 19:28:25,In Progress,23.454200050692556,2024-01-01 03:03:58,20.578366137178488,90.62767664967944
191,EMP049,C07,2024-02-06 17:18:09,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
192,EMP177,C15,2024-04-18 08:43:06,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
193,EMP174,C07,2024-05-07 06:45:30,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
194,EMP049,C03,2024-06-24 19:12:39,In Progress,70.21663575326035,2024-01-01 03:03:58,64.72015732779796,265.8719089626957
195,EMP053,C13,2024-02-03 04:39:39,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
196,EMP084,C09,2024-02-06 06:59:41,In Progress,27.801074123783398,2024-01-01 03:03:58,15.985937450014182,48.81765368857227
197,EMP025,C15,2024-09-11 16:08:17,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
198,EMP020,C13,2024-08-11 23:51:42,Completed,100.0,2024-10-03 02:34:17,82.26740200649382,709.4912097958554
199,EMP172,C06,2024-03-11 17:01:41,In Progress,86.9877906230501,2024-01-01 03:03:58,83.41055474215923,505.4753649892028
200,EMP027,C05,2024-04-13 01:14:15,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
201,EMP165,C12,2024-02-03 00:52:52,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
202,EMP023,C07,2024-05-02 16:29:53,In Progress,38.035457921624335,2024-01-01 03:03:58,36.59917837937515,174.10415630546626
203,EMP150,C14,2024-03-02 21:22:41,Completed,100.0,2024-09-18 20:21:11,94.59280795985195,392.1088299993466
204,EMP090,C07,2024-06-30 19:51:20,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
205,EMP042,C05,2024-02-02 20:48:31,In Progress,28.237283929500595,2024-01-01 03:03:58,27.36187199420892,87.16834647631224
206,EMP185,C07,2024-09-21 00:03:32,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
207,EMP081,C13,2024-01-09 20:12:50,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
208,EMP040,C15,2024-08-16 23:35:38,In Progress,61.08953495518693,2024-01-01 03:03:58,32.03555871491513,234.0069139035057
209,EMP122,C10,2024-05-24 21:11:42,Completed,100.0,2024-01-15 12:46:28,87.77189093074143,655.368720512391
210,EMP065,C09,2024-07-11 05:39:10,Completed,100.0,2024-02-08 23:02:20,77.79010482274934,134.1723018333907
211,EMP037,C08,2024-07-12 22:49:24,Completed,100.0,2024-06-15 09:12:20,92.92626879473532,632.2948309917685
212,EMP057,C09,2024-03-24 10:37:46,In Progress,90.2893666478414,2024-01-01 03:03:58,56.0247135139707,74.99205453342087
213,EMP145,C08,2024-05-26 23:13:25,In Progress,89.13605343671068,2024-01-01 03:03:58,77.39415321597114,67.91279590680371
214,EMP025,C06,2024-04-12 03:56:03,Completed,100.0,2024-03-28 20:25:40,87.99001796790355,573.8494375272294
215,EMP084,C15,2024-07-12 05:23:37,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
216,EMP095,C12,2024-06-28 20:09:58,In Progress,49.65571789701002,2024-01-01 03:03:58,32.049629828940134,353.6112421933757
217,EMP008,C11,2024-03-21 00:19:50,Completed,100.0,2024-04-17 11:37:01,89.50561166342226,118.8943252148316
218,EMP061,C01,2024-04-28 20:45:27,Completed,100.0,2024-03-18 03:35:03,86.69513378651891,263.4584801748639
219,EMP029,C02,2024-07-22 02:35:50,Completed,100.0,2024-09-04 18:34:42,82.79109271024835,238.23215677170143
220,EMP057,C14,2024-05-21 04:07:05,Completed,100.0,2024-05-28 12:13:24,95.33920561352495,592.3026702056056
221,EMP012,C11,2024-01-09 02:38:53,In Progress,55.79265773225791,2024-01-01 03:03:58,38.36107912260753,127.44185861728089
222,EMP071,C03,2024-06-24 20:05:44,Completed,100.0,2024-06-06 07:32:19,76.44012492730337,445.3213808425703
223,EMP006,C02,2024-09-30 12:07:12,Completed,100.0,2024-05-25 16:15:48,84.6412865261561,13.163605416355193
224,EMP047,C15,2024-05-18 03:06:45,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
225,EMP162,C07,2024-05-03 01:49:56,Completed,100.0,2024-02-04 18:50:13,85.21242358711291,677.6537729866732
226,EMP168,C10,2024-08-30 07:21:57,In Progress,62.59329736670235,2024-01-01 03:03:58,60.37212336980405,254.28720509378343
227,EMP142,C15,2024-04-22 04:36:29,Completed,100.0,2024-01-05 15:54:21,82.46012243158788,59.25728672762372
228,EMP142,C15,2024-03-05 11:50:30,In Progress,56.63349648813361,2024-01-01 03:03:58,49.39080325842201,228.46922740579728
229,EMP064,C06,2024-03-27 16:57:16,In Progress,90.73965723070027,2024-01-01 03:03:58,72.40868845921555,442.858467420458
230,EMP061,C03,2024-08-08 18:20:16,Completed,100.0,2024-05-04 18:14:17,91.96840047781576,318.8635435464787
231,EMP024,C07,2024-08-20 13:21:51,Not Started,0.0,2024-01-01 03:03:58,0.0,0.0
232,EMP148,C10,2024-08-25 06:48:11,Completed,100.0,2024-06-14 17:37:41,72.25561921049949,576.0249254244093
233,EMP153,C07,2024-09-29 20:09:50,In Progress,45.88618599513946,2024-01-01 03:03:58,26.06571878130722,179.55483906349588
